psraid,sample,lang,state,cregion,usr,form,sex,q1,marital,par,q2a,q2b,q2c,q2d,q2e,q2f,q2g,q2h,q2i,q2j,eminuse,intmob,home3nw,q3,act112,act107,act124,act125,act136,act135,fb1,fb2,fb3,ql1,smart1,cell1a,cell1b,cell1c,txtavg1,txtavg2,txtavg3,txtavg4,txtavg5,emlavg1,emlavg2,emlavg3,picavg1,picavg2,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q4i,q4j,q4k,q4l,q5,q6,q7a,q7b,q7c,q7d,q7e,q7f,q8,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f,q10g,q11a,q11b,q11c,q11d,q11e,sns2a,sns2b,sns2c,sns2d,sns2e,fb4,fb5,fb6,fb7,fb8a,fb8b,fb8c,fb8d,fb8e,fb9a,fb9b,fb9c,fb9d,fb9e,fb9f,fb9g,fb9h,fb10a,fb10b,fb10c,fb10d,fb10e,fb10f,fb10g,fb10h,age,hh1,live2,educ2,emplnw,hisp,birth_hisp,race,inc,ql1a,ql2hh,qc1,qc2hh,zipcode,weight,standwt
100301,1,1,11,3,U,1,1,2,6,2,3,3,4,1,1,4,4,1,4,4,1,1,1,2,2,1,2,2,1,2,2, , ,1,1,1,1,1,6, ,4,1, ,50, ,40,2, ,4,2,4,4,4,1,1,4,4,4,4,4,3,2,4,2,4, , ,1,2,2,1,2,2, , , ,2,2,2,2, , ,4,4,4,4,3, , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , ,56,1,5,6,1,2, ,2,7, ,2, , ,20011,1,.326930861656147
100315,1,2,6,4,S,1,1,3,6,1,2,2,2,2,4,1,2,2,2,4,1,1,1,2,2,1,2,2,9,1, , , ,1,2,2,1,1,10, ,3,0, ,10, ,4,0, ,4,2,4,1,2,1,2,4,4,1,1,1,3,3,4,4,4,4, ,4,2,2,2,2,1,3, , ,2,2,2,2,2, ,2,4,2,4,2, , , , ,4,80,2, , ,7,7,6,6,7,2,2,3,3,2,2,3,3,2,3,2,2,2,3,3,2,39,2,2,3,1,1,3,1,4, ,1, , ,92567,3.09375,1.01144235324871
100318,1,1,19,2,S,1,2,3,1,2,3,1,2,2,1,3,1,1,3,3,2,2, ,1, , , , , , , , , ,1,2,2,2,1,1, ,2,1, , , , , , ,4,4,4,4,4,4,4,4,2,1,1,2,3,3,4,2,3, , , ,1,3,3,2,2, , ,1,3,3,3,3, , ,2,3,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,51,2,5,3,1,2, ,1,4, ,2, , ,50167,2.84375,.929709637834668
100326,1,1,6,4,S,1,1,3,1,2,3,3,3,1,1,3,1,1,3,3,1,1,1,2,2,2,2,2,2,2,2, , ,1,2,2,2,1,15, ,6,0, ,50, ,50, , ,4,1,4,4,2,3,4,2,8,4,4,1,8,1,4,1,4, , ,3,2,2,2,4,2, , ,1,1,1,1,1, , ,4,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49,2,4,6,1,2, ,1,8, ,2, , ,93536,1.96875,.64364513388554
100330,1,1,6,4,S,2,1,4,1,2,3,2,2,2,2,2,1,1,2,3,1,2,1,2,2,2,2,2,2,2,1,2, ,1,2,1,2,1,3, ,2,0, ,3, ,1, , ,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,3,4, , ,4,2,3,4,3,3, , ,1,1,1,2,2, , ,4,2,2,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48,2,5,2,3,2, ,1,1, ,3, , ,93562,2.28125,.745811028153086
100339,1,1,6,4,R,1,2,2,3,2,4,3,4,1,1,4,3,1,3,3,1,1,1,1,2,2,2,2,2,2,2, , ,1,2,2,1,2, , , , , ,997, , , , ,4,1,1,1,4,4,4,4,1,4,4,4,2,2,4,1,2, , ,4,4,1,1,1,1, , , ,1,4,5,4, , ,3,8,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,78,1,5,4,3,2, ,1,4, ,3, , ,95426,1,.326930861656147
100349,1,1,32,4,U,2,2,1,3,2,3,4,3,1,3,4,4,1,3,3,1,2,1,1,2,1,2,2,2,1, , , ,1,2,2,2,2, , , , , ,25, ,35,50, ,4,4,4,4,4,1,4,4,4,1,4,1,1,1,4,3,4,4, ,4,4,1,1,1,1,1, , ,8,8,5,8,8, ,4,4,4,4,2, , , , ,4,20,2, , ,7,7,6,4,4,1,3,1,3,1,1,1,1,1,3,1, ,1,3,3,3,72,2,4,4,5,2, ,1,3, ,3, , ,89031,1.375,.449529934777202
100355,1,1,6,4,S,1,1,3,1,1,4,3,4,8,1,2,2,2,2,4,1,2,1,2,2,2,2,2,2,1, , , ,2, , , , , , , , , ,997, , , , ,1,4,2,2,4,4,3,2,3,1,4,1,1,1,3,1,2,3, ,1,3,1,8,1,1,8, ,1,1,1,8,1,8, ,4,2,1,3,2, , , , ,5,8,2, , ,6,6,6,6,7,2,1,2,2,2,2,2,3,1,3,1,1,3,3,3,1,68,2,4,4,3,2, ,1,6,1,3, , ,91110,2.96875,.970575995541687
100369,1,1,15,4,U,1,1,2,1,2,4,4,4,1,1,4,1,1,4,4,1,2,1,2,2,1,2,2,2,2,2, , ,2, , , , , , , , , ,30, ,3,5, ,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,2,3, , ,2,9,4,1,3,4, , ,1,1,1,1,1, , ,2,2,1,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,71,2,5,6,3,2, ,1,99,2, , , ,96817,2.75,.899059869554405
100377,1,1,15,4,R,2,1,3,6,2,3,3,3,1,1,3,1,1,3,2,1,1,1,1,2,1,1,2,2,1, , , ,1,1,1,1,1,200, ,7,5, ,0, , ,2, ,1,1,1,1,4,1,4,4,1,1,1,1,3,3,4,4,4,4, ,4,4,2,2,2,2,2, , ,2,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,150,2, , ,3,1,3,3,3,1,1,1,1,2,1,1,1,2,1,2, ,2,3,3,3,18,2,4,3,2,1,1,4,98, ,1, , ,96740,1.5625,.51082947133773
100378,1,1,15,4,U,2,2,1,1,1,4,4,2,2,4,2,2,2,4,2,1,1,1,2,2,2,2,2,2,1, , , ,1,8,1,2,1,4, ,3,3, ,5, ,3, , ,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,2, ,2,2,2,3,2,2,3, ,2,2,2,2,2,2, ,2,2,2,2,2, , , , ,3,68,2, , ,7,4,7,7,7,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,45,5,3,3,1,2, ,3,4, ,2, , ,96819,4.875,1.59378795057372
100382,1,1,15,4,R,1,1,2,6,2,1,1,4,3,1,4,3,3,3,1,1,1,2,2,2,2,2,2,2,1, , , ,1,8,1,1,1,3, ,7,1, ,2, ,1, , ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4, ,3,8,4,4,3,3,3, , ,2,2,2,2,2, ,3,4,2,4,2, , , , ,6,85,2, , ,6,7,7,7,7,2,3,2,3,2,3,2,3,2,2,3, ,2,3,3,2,33,2,4,5,2,2, ,3,2, ,3, , ,96720,2.625,.858193511847386
100383,1,1,2,4,R,1,2,4,6,2,2,1,1,1,3,2,1,2,4,1,1,1,2,1,2,1,2,2,2,1, , , ,1,1,1,1,1,20, ,10,6, ,75, ,25,20, ,1,4,4,4,2,4,4,4,4,4,1,4,4,4,4,3,4,2, ,4,4,4,4,4,4,4, , ,1,1,1,1,1, ,4,4,4,4,4, , , , ,4,80,2, , ,5,4,4,4,7,2,1,1,1,3,3,3,1,3,1,1, ,1,3,3,3,43,3,5,3,4,2, ,5,3, ,3, , ,99608,4.75,1.5529215928667
100394,1,1,11,3,U,1,1,4,5,2,3,4,4,1,2,4,1,2,4,4,2,2, ,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3, , , ,3,3,4,2,2, , , ,4,3,5,3, , ,3,3,3,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,69,2,5,2,3,2, ,2,5,1,3, , ,20020,4.78125,1.56313818229345
100395,1,1,34,1,S,2,1,3,1,2,3,9,2,1,2,3,1,2,3,3,1,2,1,1,2,1,2,2,2,2,2, , ,1,2,1,2,2, , , , , ,5, ,2,5, ,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2, , ,4,1,2,9,1,1, , ,1,8,9,9,9, , ,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,79,2,5,8,3,2, ,1,8, ,2, , ,07039,1.6875,.551695829044748
100397,1,1,34,1,S,2,2,4,6,1,2,2,1,2,3,2,2,3,2,2,1,1,1,1,2,1,1,2,2,1, , , ,2, , , , , , , , , ,10, ,10,8, ,1,1,4,1,1,1,1,1,1,1,1,1,2,2,1,2,3,1, ,1,4,1,1,1,1,1, , ,1,1,1,1,1, ,3,3,3,3,3, ,3, , ,2,1500,2, , ,4,2,2,2,2,2,2,2,2,2,1,2,1,1,3,1,1,1,3,3,3,26,2,1,4,4,2, ,1,3,1,2, , ,08205,6.40625,2.09440083248469
100403,1,1,37,3,S,2,2,3,3,2,3,3,2,1,2,2,1,1,2,2,2,2, ,1, , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,4,1,4,4,4,2,4,4,4,4,4,4,3,2,3,4,3, , , ,1,1,2,2,1, , , ,2,2,5,8, , ,4,3,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,77,1,2,3,3,2, ,2,2, ,3, , ,27587,1.5625,.51082947133773
100407,1,1,12,3,S,1,2,3,5,2,4,2,4,1,1,4,1,1,4,4,2,2, ,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,1,1,4,4,2,4,4,2,1,4,4,4,2,2,3,2,4, , , ,2,2,4,4,2, , , ,2,2,5,2, , ,4,2,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85,1,5,3,4,2, ,1,2,2, , , ,33455,2.5,.817327154140368
100413,1,1,26,2,S,2,2,3,1,2,2,4,2,1,2,4,1,3,3,2,1,1,1,1,2,2,2,2,2,1, , , ,1,1,1,1,1,7, ,7,0, ,0, , , , ,1,4,4,1,4,1,4,4,1,1,4,2,1,1,3,2,3,3, ,1,4,1,1,1,1,3, ,2,2,1,2,1,8, ,4,4,4,4,4, , , , ,1,200,2, , ,2,1,1,1,2,1,1,2,1,3,3,2,3,3,3,2, ,3,3,3,3,63,3,4,4,1,2, ,1,6, ,2, , ,48060,3.03125,.991009174395196
100414,1,1,34,1,S,2,1,2,1,1,2,3,2,2,2,2,2,1,1,3,1,1,1,1,2,1,2,2,1,2,2, , ,1,1,1,1,1,10, ,5,0, ,100, ,30,1, ,4,4,4,4,4,1,4,4,4,1,2,4,2,2,2,2,4, , ,2,2,2,2,2,2, , ,2,2,2,2,2, , ,2,2,2,2,2, , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,99,2,4,6,1,2, ,1,99, ,2, , ,07022,1.6875,.551695829044748
100418,1,1,47,3,R,2,1,3,1,2,4,4,4,1,1,4,1,1,1,4,2,2, ,1, , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,4,4,2,2,4,2,4,4,4,4,4,4,4,4,4,2,2, , , ,2,4,9,3,4, , ,2,2,2,5,2, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,74,2,5,3,3,2, ,1,99, ,3, , ,38372,1.9375,.633428544458785
100422,1,1,22,3,R,1,2,2,3,2,3,4,3,1,1,4,1,1,3,3,1,1,1,1,1,1,2,1,2,1, , , ,1,1,1,1,1,10, ,3,1, ,1, ,20,5, ,2,2,1,4,4,2,4,2,1,2,2,3,2,3,4,4,3,2,4,4,4,2,2,2,2,4,4, ,1,1,1,5,3,1,3,2,2,2,3,5, ,3, ,1,200,1,3,9,6,1,4,6,6,1,1,1,3,2,2,3,3,1,3,1, ,3,3,2,2,53,1,4,4,1,2, ,1,4, ,3, , ,71270,1.46875,.480179703057466
100424,1,1,12,3,U,1,1,2,6,2,4,4,4,1,1,4,1,4,4,4,2,2, ,1, , , , , , , , , ,2, , , , , , , , , , , , , , ,4,4,2,4,4,1,4,4,4,1,1,1,4,1,3,3,3, , , ,1,2,4,2,4, , , ,1,1,1,1, , ,4,4,3,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,2,5,3,4,2, ,1,1,2, , , ,33441,6.40625,2.09440083248469
100427,1,1,21,3,R,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2,8,2,2,1,2, ,1,2,2,2,2, , , , , ,998,1, , , ,4,4,1,4,4,4,4,4,4,4,4,1,3,4,4,3,4, , ,2,1,4,9,4,4, , ,2,9,8,5,8, , ,2,2,1,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,77,2,4,6,3,2, ,1,6, ,3, , ,42629,1,.326930861656147
100431,1,1,19,2,R,1,2,5,5,2,3,3,2,1,8,3,1,1,1,3,2,2, ,1, , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,1,4,2,1,1,1,4,4,1,4,2,4,2,3,4,2,4, , , ,4,1,1,2,1, , , ,1,8,8,8, , ,4,2,2,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,72,1,4,3,3,2, ,1,99, ,3, , ,51360,1.1875,.388230398216675
100436,1,1,25,1,S,1,2,2,5,2,3,1,3,1,1,1,1,1,3,3,1,1,1,1,2,2,2,2,2,2,2, , ,1,2,2,2,2, , , , , ,5, ,2, , ,1,4,4,4,4,1,4,4,4,2,4,4,3,3,3,3,3, , ,4,3,4,4,4,3, , , ,3,2,3,3, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85,1,5,6,3,2, ,1,3, ,3, , ,01085,1,.326930861656147
100437,1,1,13,3,S,1,2,3,5,2,3,3,3,2,3,2,2,1,3,3,2,2, ,1, , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,4,4,1,4,4,4,2,4,1,4,4,2,4,4,9,3,3, , , ,4,3,4,4,4, , , ,4,3,5,9, , ,1,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,78,1,5,3,3,2, ,1,3, ,2, , ,31787,1.15625,.37801380878992
100438,1,1,20,2,S,1,2,5,5,2,3,8,2,3,3,2,3,3,1,3,2,2, ,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,2,1,1,3,4,4,4,4,4,4,4,4,4,3,4,2,2, , , ,2,3,2,2,2, , , ,2,2,2,2, , ,2,2,2,8,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,87,1,5,3,3,2, ,1,2,2, , , ,67114,2.15625,.704944670446067
100439,1,1,8,4,S,2,1,5,1,2,3,4,2,1,1,4,1,4,3,4,2,2, ,1, , , , , , , , , ,2, , , , , , , , , , , , , , ,4,4,4,4,2,4,4,4,1,3,4,4,4,2,4,1,3, , , ,4,4,4,3,1, , ,1,2,1,5,8, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,62,2,5,4,6,2, ,1,5,1,3, , ,80421,2.71875,.88884328012765
100443,1,1,42,1,S,1,2,1,1,2,3,4,3,1,1,3,1,1,3,3,1,2,1,1,2,2,2,2,2,1, , , ,1,2,2,2,2, , , , , ,12, ,12, , ,4,2,4,4,4,4,4,4,4,4,4,4,2,2,3,1,4,4, ,2,2,4,2,4,4,4, ,1,8,8,8,8,8, ,4,4,4,3,2, , , , ,4,24,2, , ,3,7,7,7,7,2,1,2,2,2,3,3,2,1,3,1, ,1,3,1,1,82,2,5,5,3,2, ,1,4, ,3, , ,18343,2.0625,.674294902165803
100447,1,1,26,2,R,1,1,2,1,1,3,3,3,1,1,3,1,1,3,3,1,1,1,1,2,1,2,2,2,1, , , ,1,2,2,2,2, , , , , ,10, ,10,3, ,1,2,2,2,1,1,2,1,1,1,1,1,1,2,3,2,3,2, ,1,4,1,1,1,1,1, ,1,2,2,2,2,2, ,4,4,2,4,4, , , , ,1,134,2, , ,2,1,1,2,5,2,1,2,2,2,1,2,1,3,3,3,1,2,3,3,3,42,2,3,4,1,2, ,1,7, ,3, , ,49663,2.59375,.847976922420632
100452,1,1,24,3,U,1,2,4,1,2,2,2,3,2,2,2,2,2,2,3,2,2, ,1, , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,1,1,1,4,4,4,2,4,1,2,1,1,3,1,2,1,4, , , ,1,2,1,1,1, , ,1,1,1,5,1, , ,3,2,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,68,2,5,3,3,2, ,1,3, ,3, , ,21215,2.625,.858193511847386
100454,1,1,53,4,U,2,1,1,1,2,2,2,3,1,1,2,2,1,3,4,1,2,1,2,2,1,2,2,2,1, , , ,1,2,1,2,1,2, ,3,0, ,1, ,1,3, ,2,1,2,2,2,2,2,4,4,2,1,2,2,2,4,2,2,2, ,2,4,2,1,2,1,4, ,1,1,1,4,2,5, ,3,3,4,3,2, , , , ,2,9998,2, , ,7,7,7,7,7,3,1,3,1,3,3,3,3,2,3,3, ,3,3,3,3,63,2,5,8,3,2, ,1,99, ,2, , ,98501,1.46875,.480179703057466
100457,1,1,13,3,S,1,2,2,5,2,4,1,3,1,2,3,1,2,3,3,1,1,2,1,2,2,2,2,2,2,2, , ,1,2,2,2,2, , , , , ,0, , , , ,2,4,4,4,4,1,4,4,1,4,2,1,2,2,3,3,4, , ,4,4,3,3,3,1, , , ,1,1,1,2, , ,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,83,1,5,2,3,2, ,1,99, ,2, , ,30633,1.15625,.37801380878992
100469,1,1,34,1,S,1,2,3,6,1,2,3,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,2,1, , , ,1,1,1,1,1,50, ,4,10, ,25, ,15,10, ,4,1,4,1,4,2,4,4,1,1,1,1,4,4,4,4,4,4, ,4,2,4,4,2,2,4, , ,2,2,2,2,2, ,4,4,4,4,4, , ,2, ,5,500,2, , ,7,5,5,5,6,2,2,2,2,2,2,2,2,3,1,1,1,1,3,3,3,30,1,3,4,1,2, ,2,5, ,2, , ,08902,2.84375,.929709637834668
100475,1,1,53,4,U,2,2,2,1,2,3,3,3,1,1,3,1,1,3,3,1,1,1,2,2,2,2,1,2,1, , , ,1,2,8,1,1,3, ,4,0, ,12, ,2, , ,1,4,4,2,4,1,4,4,1,4,4,1,1,3,1,2,3,4, ,3,8,4,4,2,4,4, ,4,8,8,5,8,8, ,4,2,1,4,2, , ,1, ,2,36,2, , ,7,7,7,7,7,1,1,3,3,3,3,3,3,1,1,1, ,1,3,1,1,73,2,3,3,3,2, ,1,5, ,3, , ,99336,1.71875,.561912418471503
100477,1,1,6,4,S,2,2,2,1,2,3,4,3,1,1,4,1,1,3,4,1,2,1,2,2,1,2,2,2,2,2, , ,2, , , , , , , , , ,2, ,2,0, ,2,4,2,4,4,4,4,2,1,4,4,4,2,3,2,2,4, , ,4,2,3,2,2,2, , ,2,2,2,5,8, , ,4,1,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,78,2,5,4,3,2, ,1,8,1,3, , ,94521,2.875,.939926227261423
100491,1,1,21,3,S,2,1,2,1,1,2,4,1,2,1,2,1,2,4,4,1,1,1,2,2,1,2,2,2,1, , , ,1,1,1,1,1,15, ,4,2, ,10, ,4,6, ,1,1,2,4,4,4,4,4,4,1,4,4,1,1,3,1,4,3, ,4,4,3,1,3,4,4, ,1,2,2,5,4,1, ,4,4,2,4,1, , , , ,1,300,2, , ,4,2,4,3,3,1,1,1,1,2,2,2,2,1,3,3,1,3,3,3,3,43,2,2,6,5,2, ,1,9, ,1, , ,40324,2.0625,.674294902165803
100492,1,1,47,3,S,2,1,2,6,2,3,4,3,1,3,1,1,1,3,3,2,2, ,1, , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,2,2,4,4,4,4,2,2,4,4,4,4,2,4,2,2,3, , , ,4,2,2,2,2, , , ,1,1,1,8, , ,4,4,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,80,1,5,3,2,2, ,1,4, ,3, , ,37618,1.625,.531262650191239
100495,1,1,24,3,S,1,2,2,1,2,2,2,1,1,1,2,1,1,2,3,1,1,1,2,2,1,2,2,2,1, , , ,1,1,1,1,1,2, ,2,0, ,40, ,12,2, ,4,2,1,1,4,2,1,4,4,4,4,4,1,1,2,2,4,2, ,1,4,1,3,2,1,4, ,8,1,8,3,8,1, ,2,3,2,2,3, , , , ,2,100,2, , ,3,1,3,3,5,1,1,2,2,2,3,2,3,2,3,1, ,2,3,3,3,99,2,5,8,1,2, ,1,9, ,2, , ,21040,1.15625,.37801380878992
100500,1,1,23,1,U,1,2,2,5,2,4,4,4,4,1,1,4,1,4,4,2,2, ,1, , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , ,3,4,4,4,4, , , ,4,4,5,2, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,87,1,3,3,3,2, ,1,98, ,3, , ,04106,1.8125,.592562186751767
100503,1,1,48,3,U,1,1,1,6,2,4,4,4,1,1,4,1,1,4,4,2,2, ,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,4,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4, , , ,8,4,4,4,4, , , ,8,8,8,8, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99,9,9,99,9,2, ,1,99,2, , , ,77057,2.9375,.960359406114932
100510,1,1,4,4,U,2,1,4,6,2,2,3,1,1,2,3,1,1,3,3,1,2,1,1,2,1,2,2,2,1, , , ,1,1,2,1,1,12, ,3,0, ,3, ,10,1, ,4,4,4,4,4,4,1,1,4,4,4,4,1,2,3,3,3,3, ,3,3,2,4,2,2,2, , ,2,2,1,1,1, ,3,3,2,3,2, , , , ,4,100,2, , ,5,4,4,4,5,1,2,1,2,2,2,1,2,3,3,2, ,2,3,3,3,43,2,4,5,1,2, ,1,6, ,3, , ,85007,3.0625,1.00122576382195
100511,1,1,4,4,S,2,2,1,1,2,3,1,3,1,1,3,1,1,3,3,1,2,1,2,2,2,2,1,2,1, , , ,1,2,2,2,2, , , , , ,10, ,10, , ,2,2,1,1,4,4,4,4,1,4,4,1,3,4,4,4,4,4, ,4,3,2,4,3,2,2, ,2,2,2,5,2,3, ,4,4,3,3,3, , ,5, ,5,90,2, , ,5,4,6,6,7,1,1,1,2,1,1,2,1,1,3,3, ,1,3,3,3,67,2,3,4,3,2, ,1,4, ,2, , ,86444,1.125,.367797219363166
100519,1,1,2,4,S,2,2,1,1,2,3,3,2,1,1,3,1,1,2,3,1,2,1,1,2,2,2,2,2,2,1,2, ,1,8,2,2,1,3, ,3,1, ,20, ,35, , ,1,4,4,1,4,1,4,4,1,1,1,1,2,3,4,2,4, , ,4,4,2,2,2,2, , ,1,1,1,2,2, , ,3,3,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55,6,4,8,1,2, ,1,9, ,1, , ,99645,1.84375,.602778776178521
100521,1,1,2,4,R,2,2,1,1,1,1,4,4,1,1,4,1,1,3,4,1,2,1,1,2,2,2,2,2,2,1,2, ,1,2,2,2,1,10, ,3,0, ,3, ,2, , ,2,1,4,4,4,4,4,4,4,4,4,4,2,3,4,2,4, , ,4,4,2,9,9,2, , ,8,8,8,5,8, , ,4,4,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,54,3,2,5,4,2, ,1,8, ,2, , ,99588,2.71875,.88884328012765
100535,1,1,34,1,S,2,2,4,1,2,2,2,1,1,3,3,1,2,2,4,1,1,1,2,2,1,2,1,2,2,1,2, ,1,1,1,1,1,15, ,3,0, ,5, ,5,0, ,1,4,4,4,4,1,1,4,1,1,1,4,2,3,4,2,4, , ,2,2,2,2,2,1, , ,8,8,8,8,4, , ,1,1,1,1,1, , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,44,4,4,4,4,2, ,2,6, ,3, , ,07060,5.4375,1.7776865602553
100537,1,1,42,1,S,1,2,1,1,1,3,4,2,1,1,4,1,1,3,4,1,1,1,2,2,1,1,2,1,1, , , ,1,1,1,1,1,100, ,12,6, ,60, ,20,4, ,4,2,4,2,4,1,4,4,4,1,1,1,1,1,2,1,4,3, ,1,2,1,1,2,1,3, ,2,2,3,2,3,3, ,2,1,4,3,2, ,2, ,3,1,850,2, , ,1,1,3,3,2,2,2,1,2,3,2,2,1,1,3,1,1,2,1,3,2,36,2,3,8,1,2, ,1,8, ,2, , ,18042,3.59375,1.17490778407678
100540,1,1,36,1,S,2,2,2,6,2,4,1,4,1,1,4,1,1,4,4,1,1,1,2,1,1,1,1,2,1, , , ,1,1,1,1,1,75, ,50,6, ,15, ,1,4, ,1,1,4,4,4,1,4,4,1,2,2,1,2,3,2,1,1,3,3,2,1,2,3,1,1,3,2, ,1,3,5,2,2,2,3,3,1,2,2,1,1,6, ,1,1000,2, , ,6,1,6,3,6,1,1,1,1,2,1,2,2,1,1,3, ,3,3,3,3,18,4,4,3,4,2, ,1,9, ,2, , ,10598,6.40625,2.09440083248469
100545,1,1,29,2,U,2,2,2,1,2,3,3,3,1,1,3,1,1,3,3,1,1,1,2,2,1,2,1,2,1, , , ,1,2,2,2,1,4, ,3,0, ,3, ,7,2, ,1,4,1,4,4,1,4,4,2,1,2,1,3,3,3,3,4,4, ,4,3,4,9,2,2,4, ,1,4,2,5,4,2, ,3,3,1,3,1, , ,4, ,1,30,2, , ,6,2,1,1,5,1,1,2,2,2,2,2,3,3,3,3, ,3,3,3,3,58,2,4,5,4,2, ,1,7, ,2, , ,64155,2.65625,.868410101274141
100548,1,1,12,3,S,2,2,3,1,2,3,3,3,9,1,9,9,1,9,3,1,2,1,1,2,1,2,2,2,1, , , ,1,2,2,2,2, , , , , ,2, ,2,2, ,4,1,4,4,4,1,4,4,1,1,4,1,3,2,4,3,4,4, ,1,1,1,9,1,1,1, ,1,8,8,9,8,8, ,4,3,2,2,1, , , , ,1,30,2, , ,5,4,3,4,6,1,1,1,3,3,1,3,1,1,3,3, ,2,3,3,3,65,2,5,6,3,9, ,2,99, ,2, , ,32789,1.28125,.418880166496938
100549,1,1,31,2,R,2,2,4,1,2,1,1,3,2,3,3,2,1,3,4,2,2, ,2, , , , , , , , , ,1,8,2,2,2, , , , , , , , , , ,4,4,4,1,4,4,4,4,1,4,2,4,4,4,4,4,4, , , ,4,4,8,4,4, , ,2,2,3,5,5, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,64,2,4,3,3,2, ,1,3, ,2, , ,69138,3.0625,1.00122576382195
100555,1,1,17,2,R,1,2,2,1,2,2,4,2,2,2,2,1,1,2,4,1,1,2,2,2,2,2,1,2,1, , , ,1,8,2,2,1,4, ,4,0, ,4, ,3, , ,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,4, ,4,3,4,4,4,4,4, ,2,2,4,4,4,4, ,3,3,1,3,1, , ,6, ,4,9998,2, , ,7,6,7,7,6,2,2,2,3,3,2,3,3,1,1,1, ,3,3,3,3,79,1,3,3,3,2, ,1,98, ,3, , ,62363,1.1875,.388230398216675
100558,1,1,1,3,S,2,1,3,4,2,3,4,3,1,2,4,2,2,3,4,2,2, ,2, , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,4,2,1,4,4,1,4,2,4,4,1,1,3,2,2,2,2, , , ,1,2,2,2,1, , , ,2,2,5,2, , ,3,2,2,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,66,1,4,3,3,2, ,1,3, ,2, , ,35616,1.25,.408663577070184
